indicator,survey_id,survey_mid_calendar_quarter,area_id,area_name,res_type,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,both,Y000_064,23,77,61.96695621009718,0.6545425402808553,0.04526725628304903,0.5613624778522569,0.7371951100460679
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,both,Y000_014,3,4,3.655300481734933,0.4640263106675731,0.31150007141752806,0.06920495073676623,0.909757621882666
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,both,Y015_024,5,5,4.808987964017305,0.6553910024550923,0.2091539563273502,0.23645355797675385,0.921134724436085
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,both,Y025_034,12,25,18.72741796823157,0.6024277951347516,0.10418516837658127,0.3924597380440813,0.7804288064153343
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,both,Y035_049,16,31,26.890487515226873,0.719345605706683,0.09536783640000696,0.5038419315064515,0.8661186338744818
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,both,Y050_064,11,12,10.850590766000888,0.7320392123370016,0.12640287366506997,0.4358565903610936,0.9061903858536068
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,both,Y010_019,4,5,4.327628227402779,0.8494370360134798,0.1567919586929479,0.33790714312266124,0.9842186559074434
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,both,Y025_049,20,56,45.33724053506696,0.6668222660853645,0.04294174590621318,0.5781100525823021,0.7451053240044432
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,both,Y005_009,2,2,1.8203381012326925,0,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,both,Y010_014,1,2,1.859975522903255,1,1.1102230246251552e-16,0.9999999999999992,1
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,both,Y015_019,3,3,2.9987753399856243,0.6630998412906709,0.2765260122549738,0.1481816408151098,0.957025058341197
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,both,Y020_024,2,2,1.8451521490219671,0.6448459991518993,0.32517562598546623,0.10097727992868478,0.96705235406204
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,both,Y025_029,6,9,6.612744673991942,0.4281597656867376,0.1352737808012335,0.20225732894549783,0.6885863902384278
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,both,Y030_034,9,16,13.649694529651354,0.7512336397748717,0.06517150724194679,0.6038903389575289,0.8567682606122381
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,both,Y035_039,7,8,6.98053619182636,0.7981963771299764,0.12340490766927442,0.4684177607392224,0.9466783303168604
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,both,Y040_044,12,16,13.569208694726594,0.6501511910031816,0.1511991771789412,0.3355538989316298,0.8724257350535003
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,both,Y045_049,7,7,6.361591502350813,0.782128005349096,0.1450574136993636,0.4036397143616707,0.950099880582724
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,both,Y050_054,6,6,5.136487544810469,0.6415920755669652,0.19348737661805007,0.25599607938351493,0.9030380453279044
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,both,Y055_059,5,6,5.988424958688954,0.8386352485269675,0.15438391822551673,0.35712285444141967,0.979847939260558
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,male,Y015_049,14,21,18.270164601260852,0.5965172356194227,0.08729912814981661,0.4206932730751696,0.7506115995526983
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,male,Y015_064,17,29,25.10338127642766,0.6557609219140894,0.08112214622566657,0.4850346531242747,0.7939332100784724
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,male,Y000_064,17,31,26.372800011933027,0.6925615367749525,0.08734621451009703,0.5020214724598147,0.8342646394214024
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,male,Y000_014,1,2,1.859975522903255,1,1.1102230246251563e-16,0.9999999999999992,1
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,male,Y015_024,3,3,2.9210768667104827,0.7064075251788368,0.25822337856833427,0.17331665192570683,0.965051324764718
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,male,Y025_034,2,3,2.4156289622405747,0.4354214858438198,0.34905459834239544,0.04553251834852139,0.9257520924642344
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,male,Y035_049,12,15,13.553788061706223,0.6190698727143836,0.11014942209761308,0.3941572886727891,0.8023543754112931
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,male,Y050_064,7,8,7.949677353155478,0.883745126492457,0.1122330014995514,0.47185869531172686,0.9847746611750856
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,male,Y010_019,3,4,3.481093229601312,0.8239538112014486,0.1898316385294277,0.2647098465329281,0.9838311388564248
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,male,Y025_049,12,18,15.401449563284825,0.5786536944810801,0.08862025352341636,0.40247824410407906,0.7368476245455597
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,male,Y010_014,1,2,1.859975522903255,1,1.1102230246251563e-16,0.9999999999999992,1
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,male,Y015_019,2,2,1.999976859357685,0.5017007685785673,0.365958293002734,0.05404947730277587,0.9466419761397606
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,male,Y020_024,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,male,Y025_029,1,1,1,0,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,male,Y030_034,1,2,1.9910519250618115,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,male,Y035_039,3,3,2.872885711327351,0.7330835551504731,0.24203185128405288,0.1956029159408574,0.968770192054366
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,male,Y040_044,8,8,6.917296381759691,0.5191748385611866,0.19034642821783965,0.195014629439399,0.8279579581321046
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,male,Y045_049,4,4,3.9782265370745273,0.755901000226917,0.21434033151308587,0.24113929684394908,0.9679262060943116
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,male,Y050_054,2,2,1.99786101697062,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,male,Y055_059,5,6,5.988424958688954,0.8386352485269675,0.15523879675634866,0.35428530648330936,0.9800909753400604
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,female,Y015_049,17,40,31.735813643037403,0.7076091812009447,0.03287302132360889,0.6393149487057721,0.7676714220596095
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,female,Y015_064,18,44,34.89741159132544,0.6878548772195885,0.04130799193578454,0.6018150901689783,0.76263592033551
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,female,Y000_064,18,46,35.6205332805773,0.627548116613999,0.06487850469376759,0.4944180771981274,0.7437885295441925
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,female,Y000_014,2,2,1.8203381012326925,0,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,female,Y015_024,2,2,1.976031203859529,0.5550676084796092,0.3506703688077463,0.0716381207848734,0.9527603324732375
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,female,Y025_034,12,22,16.6557692429118,0.6370561538494997,0.0701322372820218,0.4920291988246533,0.7608063275825999
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,female,Y035_049,11,16,13.342743238473668,0.8181985954391102,0.0971140316514124,0.5559128067522675,0.9417935451467904
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,female,Y050_064,4,4,3.203908418027265,0.46566790446200607,0.2883769908371493,0.08248225869283687,0.894164054649145
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,female,Y010_019,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,female,Y025_049,17,38,29.960443078442992,0.7144159428996505,0.03790072999833246,0.6347936420807017,0.782623431863159
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,female,Y005_009,2,2,1.8203381012326925,0,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,female,Y015_019,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,female,Y020_024,1,1,1,0,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,female,Y025_029,6,8,5.830158451464798,0.5423245512913941,0.12679039471686562,0.3033305061113235,0.7633070717132777
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,female,Y030_034,9,14,11.66428690201026,0.7111964908307433,0.0737603138499746,0.5491790721550223,0.8327230124424404
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,female,Y035_039,4,5,4.107712133873847,0.8434611908709309,0.12668305243304373,0.45107785544904067,0.9724746477481636
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,female,Y040_044,7,8,6.744674367118157,0.8087245363256298,0.13307952858970482,0.4391976751681493,0.9580292913096916
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,female,Y045_049,3,3,2.7302141975267147,0.8061737775076525,0.19262859874850777,0.27074745456772326,0.9789896987781784
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_4_demo,Mzimba,all,female,Y050_054,4,4,3.203908418027265,0.46566790446200607,0.28918869505449424,0.08199967343262976,0.8947676058494971
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,both,Y015_049,7,24,22.413951202982837,0.7815031220562718,0.05306650653553621,0.6604593173952212,0.868018707783683
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,both,Y015_064,8,34,31.515551524333624,0.7765143597034135,0.05014311419682511,0.6635489788759057,0.8595775730693167
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,both,Y000_064,8,36,30.183965925196617,0.7372908660501036,0.0639964478878254,0.59492430311725375,0.8428396098577056
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,both,Y000_014,2,2,1.99960871893997,0.49300573783873913,0.3556866228109133,0.05640940294261844,0.9405371148358536
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,both,Y025_034,4,6,5.571224056275331,0.5989129437466514,0.1175704099800166,0.36393194215379104,0.7957945067755404
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,both,Y035_049,6,18,16.84574991074044,0.8435229259562997,0.04400559859268564,0.7371549676689862,0.911985429337018
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,both,Y050_064,8,10,9.10185512055062,0.7643059196168339,0.1533286623908281,0.379470783975802,0.94504209513197
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,both,Y025_049,7,24,22.413951202982837,0.7815031220562718,0.05306728060415728,0.6604573249329414,0.8680197256521065
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,both,Y000_004,1,1,1,0,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,both,Y005_009,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,both,Y025_029,3,3,2.9443825315885843,0.6949019701497083,0.2613355491969221,0.1689919514985543,0.9622781372592104
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,both,Y030_034,2,3,2.739606398228847,0.5213468366599303,0.17798406297061065,0.21207244985422471,0.8150790626780755
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,both,Y035_039,3,7,6.729837481265731,0.7065043810105109,0.06509505504968116,0.565417118570905,0.8166414090095092
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,both,Y040_044,6,8,7.178901083747674,0.9087230554991788,0.0939521658499126,0.5195137707289788,0.9892089611982052
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,both,Y045_049,3,3,2.955449901955054,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,both,Y050_054,5,6,5.228697557106717,0.6082737651664667,0.20879225678434457,0.21799741372878312,0.8963674094068865
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,both,Y055_059,2,2,1.9985388659970504,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,both,Y060_064,2,2,1.999771869757708,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,both,Y001_004,1,1,1,0,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,male,Y015_049,3,4,3.775515137852184,0.7080457019883,0.26575308763306366,0.16331089926044712,0.9678796991815346
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,male,Y015_064,5,10,9.2687231420596,0.726663398652852,0.10030871051633251,0.49698519735777785,0.8773507372354811
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,male,Y000_064,5,10,9.2687231420596,0.726663398652852,0.10030510254890038,0.4969940976422838,0.8773469061340906
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,male,Y025_034,1,1,1,0,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,male,Y035_049,2,3,2.7909397776968956,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,male,Y050_064,5,6,5.5910180860765655,0.7421112761212465,0.2168446631092312,0.23798521975511472,0.9636557950295734
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,male,Y025_049,3,4,3.775515137852184,0.7080457019883,0.26576883829762826,0.16329049465249934,0.9678843415696908
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,male,Y030_034,1,1,1,0,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,male,Y035_039,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,male,Y040_044,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,male,Y045_049,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,male,Y050_054,4,4,3.689709104458186,0.6321733557211834,0.27126279503917056,0.14869369112580216,0.944169604972528
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,male,Y055_059,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,male,Y060_064,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,female,Y015_049,7,20,19.370878530155174,0.8034330477478588,0.07865756791520451,0.6062829105843229,0.9156042662624152
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,female,Y015_064,8,24,23.076285554470555,0.8045447498755235,0.07801350855428224,0.6088784322330896,0.9158529589200782
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,female,Y000_064,8,26,20.91656822354523,0.7420681509558021,0.11008206662419656,0.4823840340686003,0.8988020585980335
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,female,Y000_014,2,2,1.99960871893997,0.49300573783873913,0.35739022910918894,0.05570255652090756,0.941279842298934
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,female,Y025_034,4,5,4.9411792876678895,0.8145496014221629,0.17876236885283742,0.3016254824654362,0.978102995612284
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,female,Y035_049,6,15,14.446370251545366,0.799882430887935,0.06932242057240588,0.6310560200728016,0.9032937358952712
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,female,Y050_064,4,4,3.7505712138497063,0.81105251075711,0.1787606176884063,0.3037680259313753,0.9768682550056618
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,female,Y025_049,7,20,19.370878530155174,0.8034330477478588,0.07865890156222849,0.6062789597469601,0.9156055452140134
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,female,Y000_004,1,1,1,0,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,female,Y005_009,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,female,Y025_029,3,3,2.9443825315885843,0.6949019701497083,0.2614249099617826,0.16887597112342215,0.962308112309945
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,female,Y030_034,2,2,1.999914272774222,1,7.830372561960438e-17,0.9999999999999996,1
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,female,Y035_039,3,6,5.772965960703964,0.6437967036656332,0.06674945914254356,0.5053472707478686,0.7617636064756045
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,female,Y040_044,6,7,6.7584719254512,0.8823600452323788,0.11601888649984896,0.4561890890088181,0.985307796831008
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,female,Y045_049,2,2,1.970131523486334,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,female,Y050_054,2,2,1.997324540519024,0.5182997381022834,0.3553359220717732,0.06201908760202537,0.945974053667492
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,female,Y055_059,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,female,Y060_064,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_5_demo,Nkhata Bay,all,female,Y001_004,1,1,1,0,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,both,Y015_049,5,8,7.573586807800922,0.684412239185108,0.136287288399115,0.3863740282091055,0.88192915724994
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,both,Y015_064,5,9,8.557733268536225,0.7168614860835374,0.10684416741460157,0.474327497445404,0.8766057912167952
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,both,Y000_064,5,10,8.4156713824301,0.5610305045265344,0.15849330358548328,0.2658049151043206,0.8185720550734545
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,both,Y000_014,1,1,1,0,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,both,Y025_034,2,2,1.9732916533666325,0.44183016031156647,0.34935276461240994,0.04696754307830458,0.9270826900658384
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,both,Y035_049,4,6,5.778639166509515,0.7404693968999725,0.16108433022923646,0.3556099402207856,0.9365106742285964
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,both,Y050_064,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,both,Y025_049,5,8,7.573586807800922,0.684412239185108,0.13628927638966287,0.3863697512484481,0.881931035692237
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,both,Y005_009,1,1,1,0,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,both,Y030_034,2,2,1.9732916533666325,0.44183016031156647,0.3495030964816904,0.04691409305445417,0.9271634144866446
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,both,Y035_039,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,both,Y040_044,4,5,4.814873450400262,0.6748331434860779,0.16384876609425914,0.3244580408038566,0.8996744942933869
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,both,Y055_059,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,male,Y015_049,2,2,1.8516267541140776,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,male,Y015_064,2,2,1.8516267541140776,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,male,Y000_064,2,2,1.8516267541140776,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,male,Y025_034,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,male,Y035_049,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,male,Y025_049,2,2,1.8516267541140776,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,male,Y030_034,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,male,Y040_044,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,female,Y015_049,4,6,5.728788052565014,0.5894184839911546,0.21130302456220404,0.20591029443142808,0.8882391512677048
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,female,Y015_064,4,7,6.709925873545416,0.642693739500893,0.1605321426669356,0.31365938238670416,0.8762313930072229
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,female,Y000_064,4,8,6.70808787752937,0.47588721163810493,0.2215047989372786,0.13738990280944402,0.8380904032232765
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,female,Y000_014,1,1,1,0,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,female,Y025_034,1,1,1,0,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,female,Y035_049,3,5,4.78251392266955,0.6824426972766536,0.1984733684394173,0.26308997245643023,0.9282431432680605
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,female,Y050_064,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,female,Y025_049,4,6,5.728788052565014,0.5894184839911546,0.2113066072263689,0.20590555010059916,0.8882420316209753
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,female,Y005_009,1,1,1,0,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,female,Y030_034,1,1,1,0,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,female,Y035_039,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,female,Y040_044,3,4,3.828877266238174,0.5782854083603107,0.1868378920040075,0.23400125285735493,0.8602456327930309
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_7_demo,Nkhotakota,all,female,Y055_059,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_8_demo,Kasungu,all,both,Y015_049,16,22,19.60200948024705,0.5080000202851876,0.09794663271592818,0.32386164737991957,0.6899930766108644
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_8_demo,Kasungu,all,both,Y015_064,16,27,24.15446609377336,0.5643637038597937,0.0927451370731184,0.3821413678222448,0.7307146561331918
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_8_demo,Kasungu,all,both,Y000_064,16,28,24.87612064808746,0.5906855897837557,0.0945769710862393,0.401338718313643,0.7564825362513776
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_8_demo,Kasungu,all,both,Y000_014,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_8_demo,Kasungu,all,both,Y015_024,1,1,1,0,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_8_demo,Kasungu,all,both,Y025_034,7,7,6.04731862843709,0.30749451896787205,0.1752951937710675,0.08126246190961178,0.6903163159792853
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_8_demo,Kasungu,all,both,Y035_049,11,14,12.579000671870231,0.6439650818872267,0.11838442495675276,0.3966600547507568,0.8326648527646475
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_8_demo,Kasungu,all,both,Y050_064,4,5,4.670595108571781,0.84990115697091,0.15250426118916743,0.3522328574174779,0.9833227331088328
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_8_demo,Kasungu,all,both,Y025_049,15,21,18.619172413880076,0.531638022755694,0.10077556649538912,0.33927638408209526,0.7150346376040555
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_8_demo,Kasungu,all,both,Y005_009,1,1,1,1,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_8_demo,Kasungu,all,both,Y020_024,1,1,1,0,0,,
art_coverage,DEMO2016PHIA,CY2016Q1,MWI_3_8_demo,Kasungu,all,both,Y030_034,7,7,6.04731862843709,0.30749451896787205,0.17537062598980127,0.08121064165347125,0.6904647226568794
